Date,Price,Open,High,Low
2017-12-20,48017.65,48294.4,48278.6,47960.64
2017-12-21,48617.01,48628.06,48744.47,48264.96
2017-12-22,48558.99,48816.32,48765.05,48526.07
2017-12-25,48970.51,48982.89,49195.16,48621.9
2017-12-26,48740.93,48769.0,49506.67,48588.29
2017-12-27,48732.98,49100.12,49047.23,48388.6
2017-12-28,48233.42,48434.61,48299.71,47939.8
2017-12-29,48288.68,48249.39,48432.47,48118.25
2018-01-01,48970.12,48757.49,49315.96,48491.0
2018-01-02,49558.91,49592.21,49671.99,49192.7
2018-01-03,49940.97,49819.53,50111.26,49537.56
2018-01-04,49604.18,49585.74,49678.22,49021.48
2018-01-05,49515.52,49395.36,49559.76,49283.8
2018-01-08,49276.63,49395.59,49508.54,49244.74
2018-01-09,49444.45,49608.87,49506.34,49338.68
2018-01-10,49893.47,49979.88,50161.46,49832.54
2018-01-11,49392.87,49777.88,49732.34,49188.83
2018-01-12,49177.04,49281.71,49430.28,49011.58
2018-01-15,49600.11,49573.22,49675.57,49172.65
2018-01-16,50103.68,50033.28,50497.42,49986.81
2018-01-17,49588.37,49718.98,49836.58,49584.93
2018-01-18,49571.5,49556.4,49831.13,49387.52
2018-01-19,50134.37,49990.43,50244.12,49916.48
2018-01-22,50700.57,50595.92,50973.71,50580.54
2018-01-23,50554.5,50564.17,50867.47,50465.75
2018-01-24,51056.91,51029.34,51332.72,50966.81
2018-01-25,51242.23,51247.7,51622.6,51228.62
2018-01-26,50828.37,50940.05,50888.13,50619.18
2018-01-29,51610.7,51502.62,51673.13,51524.93
2018-01-30,51442.33,51515.42,51512.57,51320.8
2018-01-31,51406.74,51543.59,51623.95,51180.74
2018-02-01,50712.14,50891.17,50945.99,50647.96
2018-02-02,50507.98,50221.69,50548.27,50270.99
2018-02-05,50208.01,50044.34,50332.22,50199.98
2018-02-06,49443.35,49500.18,49633.77,49169.94
2018-02-07,49651.13,49927.41,49958.24,49284.53
2018-02-08,49356.24,49235.24,49408.66,49320.72
2018-02-09,49778.97,49957.86,50018.34,49289.89
2018-02-12,49665.23,49591.47,49817.03,49462.75
2018-02-13,50180.75,49842.22,50200.06,50072.31
2018-02-14,50222.92,50216.72,50243.03,49925.69
2018-02-15,50157.18,50205.31,50227.9,49847.96
2018-02-16,50086.43,50150.75,50269.04,49909.37
2018-02-19,49731.05,49749.35,49891.02,49573.76
2018-02-20,49530.91,49486.52,49840.69,49221.47
2018-02-21,49909.88,49866.29,50106.52,49743.65
2018-02-22,50287.51,50455.75,50637.01,50032.28
2018-02-23,50246.95,50054.27,50351.36,50149.06
2018-02-26,50225.42,49869.81,50349.34,50131.8
2018-02-27,49640.31,49581.67,49757.45,49612.97
2018-02-28,49440.79,49406.94,49727.19,49188.19
2018-03-01,49226.39,49279.41,49263.19,49036.87
2018-03-02,48670.98,48590.86,48978.08,48661.61
2018-03-05,49203.74,49318.86,49374.46,49052.53
2018-03-06,49133.2,48919.07,49888.56,49012.14
2018-03-07,49096.93,49190.62,49164.05,49022.27
2018-03-08,49452.29,49382.32,49547.98,49427.55
2018-03-09,49069.72,49210.24,49256.39,48923.37
2018-03-12,49383.54,49290.19,49519.3,49149.02
2018-03-13,48424.08,48293.55,48623.62,48415.26
2018-03-14,48195.47,48211.93,48394.43,47985.59
2018-03-15,47364.86,47254.36,47412.65,46988.44
2018-03-16,47900.22,48000.61,48150.9,47736.09
2018-03-19,48231.32,48383.91,48395.93,47952.48
2018-03-20,47976.33,47906.4,48252.76,47880.12
2018-03-21,47995.74,48247.27,48007.11,47972.28
2018-03-22,47653.32,47412.61,47702.52,47351.23
2018-03-23,47844.0,47718.35,48010.26,47770.73
2018-03-26,48188.58,48238.09,48850.19,47875.28
2018-03-27,47946.75,47577.51,48165.25,47754.97
2018-03-28,48127.38,47938.27,48147.4,48058.62
2018-03-29,47782.76,47717.54,48020.97,47391.06
2018-03-30,47661.6,47708.48,47859.0,47286.86
2018-04-02,47771.01,47912.36,47902.89,47307.79
2018-04-03,48111.6,48063.69,48324.1,48102.01
2018-04-04,47849.78,47806.79,47969.61,47358.74
2018-04-05,47821.34,47905.25,47901.34,47745.76
2018-04-06,48029.52,47834.18,48031.12,47907.94
2018-04-09,48374.59,48305.28,48501.06,47649.83
2018-04-10,48994.6,49083.91,49410.51,48673.63
2018-04-11,48941.48,48930.71,49026.33,48799.14
2018-04-12,49800.19,50145.69,49845.48,49737.06
2018-04-13,49470.47,49322.84,49525.15,49288.21
2018-04-16,49861.44,49651.81,50066.61,49510.75
2018-04-17,50592.27,50652.53,50816.71,50566.78
2018-04-18,51450.02,51244.06,51642.3,51411.82
2018-04-19,51422.01,51469.8,51448.71,51326.95
2018-04-20,50967.58,50798.14,50990.93,50630.23
2018-04-23,50307.74,50324.79,50405.81,50120.74
2018-04-24,50138.6,50239.92,50179.13,50061.35
2018-04-25,49353.34,49331.94,49454.45,49213.78
2018-04-26,49032.21,49079.73,49359.66,48593.53
2018-04-27,48271.55,48065.77,48563.27,48026.08
2018-04-30,48434.24,48591.18,48452.58,48078.64
2018-05-01,48931.34,49257.14,49119.78,48863.85
2018-05-02,48882.78,49017.91,48912.71,48848.28
2018-05-03,49536.03,49811.33,49552.96,49408.65
2018-05-04,49407.38,49396.57,49466.8,49316.49
2018-05-07,49706.33,49777.59,49939.83,49595.88
2018-05-08,49309.42,49503.74,49830.47,48931.42
2018-05-09,49431.48,49273.54,49547.86,49253.95
2018-05-10,49808.58,49754.68,50320.04,49715.56
2018-05-11,49985.03,49900.7,50208.52,49785.03
2018-05-14,50471.41,50552.39,50524.43,50392.78
2018-05-15,50566.11,50600.19,50869.69,50511.44
2018-05-16,50630.19,50486.31,50706.17,50322.66
2018-05-17,50731.72,50686.14,50769.48,50459.16
2018-05-18,51302.85,51254.2,51385.83,51137.7
2018-05-21,51506.23,51620.84,51681.58,51440.15
2018-05-22,51744.61,51868.22,52042.54,51687.96
2018-05-23,51864.74,51671.98,51956.48,51753.76
2018-05-24,52434.22,52353.81,52836.38,52242.66
2018-05-25,51381.49,51208.81,51568.82,51324.8
2018-05-28,51120.36,51254.52,51385.02,50993.08
2018-05-29,51167.19,51479.39,51363.12,50938.42
2018-05-30,51252.43,51104.14,51369.98,51221.98
2018-05-31,50607.91,50562.91,51246.84,50387.81
2018-06-01,51332.59,51343.1,51468.0,51062.69
2018-06-04,51438.73,51235.02,51473.94,51297.85
2018-06-05,51214.79,51433.5,51441.49,51169.43
2018-06-06,51877.6,51791.29,52194.24,51578.86
2018-06-07,52341.17,52466.12,52438.08,52208.73
2018-06-08,51683.11,51797.76,51816.49,51443.24
2018-06-11,50711.97,50595.46,50794.15,50624.91
2018-06-12,50343.5,50594.47,50450.42,49916.26
2018-06-13,50752.97,50840.77,50890.11,50728.16
2018-06-14,51149.57,51304.63,51284.23,51059.38
2018-06-15,51327.22,51114.96,51363.18,50999.51
2018-06-18,51727.88,51741.71,52198.03,51527.47
2018-06-19,51660.84,51464.94,51738.17,51537.64
2018-06-20,52235.21,52636.12,52637.41,52065.47
2018-06-21,52656.56,52679.12,52775.73,52252.73
2018-06-22,52255.38,52145.32,52624.11,51959.32
2018-06-25,52249.55,51973.74,52370.81,52001.97
2018-06-26,52308.76,52636.74,52937.87,52118.0
2018-06-27,52729.21,52926.79,52868.6,52507.85
2018-06-28,52309.96,52107.73,52641.87,51906.2
2018-06-29,52298.61,52328.77,52582.07,52090.01
2018-07-02,52587.46,52492.1,52799.0,51952.27
2018-07-03,52381.83,52584.42,52486.71,52367.07
2018-07-04,52837.66,52873.47,53107.91,52811.3
2018-07-05,53224.42,52930.17,53255.16,53103.06
2018-07-06,52977.93,53071.84,53071.94,52838.25
2018-07-09,52988.25,53191.55,53261.57,52679.81
2018-07-10,53106.84,53159.72,53323.39,52959.41
2018-07-11,53116.83,53328.36,53249.93,52932.97
2018-07-12,52636.32,52368.88,53290.43,52427.42
2018-07-13,52299.55,52451.28,52447.18,52258.45
2018-07-16,53147.29,52859.8,53162.33,52648.07
2018-07-17,52965.64,53085.91,53660.85,52501.0
2018-07-18,53239.49,53069.77,53284.99,53090.14
2018-07-19,53020.06,52918.4,53598.51,52909.98
2018-07-20,52131.48,52104.12,52494.37,51760.99
2018-07-23,53112.56,53444.08,53590.78,52892.82
2018-07-24,52738.86,52857.82,52773.89,52568.44
2018-07-25,52800.09,53004.17,52851.1,52604.14
2018-07-26,52416.77,52391.73,52778.2,52106.92
2018-07-27,52238.55,52034.02,52243.74,51818.97
2018-07-30,52207.12,52037.64,52631.06,51665.97
2018-07-31,52007.96,51730.71,52220.01,51846.4
2018-08-01,52239.43,52464.56,52552.42,52179.98
2018-08-02,53052.08,52994.51,53324.95,52841.23
2018-08-03,52907.88,53094.31,52977.53,52793.42
2018-08-06,53506.91,53315.73,53551.45,53229.18
2018-08-07,53223.23,53261.86,53662.4,53198.66
2018-08-08,53436.4,53217.49,53534.76,52949.19
2018-08-09,53173.73,53227.42,53446.44,52651.47
2018-08-10,53172.62,53212.02,53654.16,52937.94
2018-08-13,53162.83,53026.96,53347.53,52987.63
2018-08-14,53790.89,54122.04,53958.12,53628.89
2018-08-15,54139.57,54231.68,54287.98,53688.52
2018-08-16,54389.98,54501.66,54431.19,54279.46
2018-08-17,54270.73,54258.43,54420.66,54048.44
2018-08-20,54717.35,54740.31,54868.89,54714.08
2018-08-21,55179.03,55385.91,55436.47,54711.32
2018-08-22,55295.18,55471.45,55630.49,55105.94
2018-08-23,55049.08,55027.09,55491.78,54813.03
2018-08-24,55193.34,55278.83,55577.05,54950.49
2018-08-27,54539.99,54642.15,54672.13,54452.68
2018-08-28,55077.71,54988.54,55343.71,54999.48
2018-08-29,54153.37,54160.11,54191.19,53939.98
2018-08-30,54746.32,54876.62,55051.03,54286.34
2018-08-31,54333.99,54315.87,54769.62,54306.0
2018-09-03,54042.54,53783.41,54384.18,53599.55
2018-09-04,53849.78,53794.2,54012.54,53822.51
2018-09-05,54198.05,54329.75,54252.2,54192.22
2018-09-06,53978.33,54000.8,54183.52,53971.61
2018-09-07,54422.29,54247.96,54821.74,53975.63
2018-09-10,54977.73,55054.12,55206.97,54974.58
2018-09-11,55477.18,55082.94,55503.82,55455.76
2018-09-12,55018.01,55159.07,55244.86,54660.46
2018-09-13,55675.14,55489.58,55989.37,55154.72
2018-09-14,55419.65,55512.65,55633.21,55254.86
2018-09-17,56506.68,56533.67,56773.24,56260.52
2018-09-18,56315.04,56552.13,56617.3,55806.18
2018-09-19,55236.41,55212.81,55505.08,55084.15
2018-09-20,55765.59,55754.68,56167.56,55516.67
2018-09-21,55676.05,55797.67,55772.27,55541.36
2018-09-24,55158.69,55224.29,55700.86,55031.73
2018-09-25,54684.52,54520.68,55015.12,54665.03
2018-09-26,55522.69,55370.72,55583.89,55431.96
2018-09-27,55449.88,55454.63,55509.68,55414.44
2018-09-28,55291.79,55273.94,55865.1,55151.35
2018-10-01,55403.46,55697.29,55449.79,54786.49
2018-10-02,55659.73,55798.59,55826.88,55403.94
2018-10-03,55101.49,55139.73,55154.66,54294.63
2018-10-04,55245.25,55153.97,55305.29,54979.1
2018-10-05,54900.55,54741.36,54974.24,54854.54
2018-10-08,54910.34,54927.05,54934.16,54698.92
2018-10-09,54976.91,54870.15,55083.92,54918.6
2018-10-10,56606.26,56595.84,56850.46,56507.88
2018-10-11,57266.62,57238.0,57604.96,56976.94
2018-10-12,58775.97,58795.52,58933.21,58638.47
2018-10-15,58652.57,58641.31,58719.56,58361.4
2018-10-16,59193.88,59248.25,59289.27,59099.48
2018-10-17,59345.33,59362.4,59580.25,59324.52
2018-10-18,60178.51,60192.15,60363.34,60001.81
2018-10-19,59123.22,58832.29,59619.83,59094.57
2018-10-22,58439.56,58402.88,58546.79,58204.9
2018-10-23,57578.9,57661.21,57760.71,57568.2
2018-10-24,58050.27,57893.22,58271.33,57926.84
2018-10-25,57645.29,57512.8,58023.43,57551.14
2018-10-26,57835.29,57874.88,58598.77,57833.11
2018-10-29,58029.56,57492.2,58113.29,57418.1
2018-10-30,57912.88,58098.44,58065.7,57773.31
2018-10-31,58412.82,58365.06,58708.35,58312.63
2018-11-01,58325.24,58022.22,58418.93,57907.48
2018-11-02,58872.8,58933.11,59054.34,58793.48
2018-11-05,58556.12,58537.74,58564.5,58551.97
2018-11-06,58824.34,58648.29,59201.55,58747.75
2018-11-07,59190.5,59190.4,59424.15,59113.78
2018-11-08,58401.12,58411.29,58876.78,58159.9
2018-11-09,58500.12,58607.44,58615.27,58242.55
2018-11-12,58354.75,58465.12,58438.19,58166.76
2018-11-13,57975.12,57920.36,58244.81,57627.19
2018-11-14,59274.66,59056.44,59307.46,59246.89
2018-11-15,59765.46,59784.14,60098.94,59593.81
2018-11-16,60383.2,60505.51,60820.4,60273.48
2018-11-19,61407.93,61501.84,61618.91,61353.36
2018-11-20,61813.71,61980.2,62008.63,61544.42
2018-11-21,61536.88,61703.89,61571.42,61499.08
2018-11-22,62363.65,62508.57,62538.02,62011.34
2018-11-23,61852.65,61601.52,62149.48,61744.88
2018-11-26,61215.43,61051.86,61263.62,61100.82
2018-11-27,61431.89,61448.93,61949.74,60926.28
2018-11-28,61832.71,61577.64,61927.16,61617.59
2018-11-29,61478.77,61803.17,61537.63,61391.1
2018-11-30,61266.2,61192.91,61510.82,60925.61
2018-12-03,60896.88,60764.51,61264.69,60686.49
2018-12-04,61170.75,61068.43,61404.61,61050.31
2018-12-05,61182.37,61040.96,61507.74,60948.0
2018-12-06,60977.11,60884.89,61622.37,60967.16
2018-12-07,60949.15,60816.1,61377.81,60882.95
2018-12-10,61548.96,61191.81,61775.34,61233.02
2018-12-11,61520.04,61348.31,61544.95,61356.88
2018-12-12,61464.95,61925.61,61770.23,61235.77
2018-12-13,61306.14,61314.8,61598.52,61153.05
2018-12-14,62172.27,62618.17,62551.16,61881.58
2018-12-17,62499.14,62368.08,62665.79,62452.11
2018-12-18,63193.86,62900.45,63690.37,62652.88
2018-12-19,63395.37,63270.13,63620.01,63185.32
2018-12-20,62555.56,62904.52,62619.48,62472.96
2018-12-21,62354.9,62544.1,62451.2,62284.73
2018-12-24,62472.9,62196.15,62735.22,62089.79
2018-12-25,63179.54,63310.84,63440.43,62634.36
2018-12-26,61885.33,61983.85,62487.0,61310.53
2018-12-27,62283.26,62461.17,62324.64,62070.46
2018-12-28,62943.84,63055.57,63368.22,62689.75
2018-12-31,62406.27,62509.96,62530.61,62365.15
2019-01-01,61610.72,61515.43,62033.22,61610.09
2019-01-02,63360.36,63318.78,63458.89,63218.34
2019-01-03,63368.62,63059.8,63865.42,63268.56
2019-01-04,62995.95,62887.98,63158.82,62930.56
2019-01-07,63093.52,63057.47,63176.44,62873.08
2019-01-08,63670.83,63887.14,63818.86,63416.84
2019-01-09,63282.0,63322.37,63301.52,63169.27
2019-01-10,64076.77,64199.77,64211.45,63856.9
2019-01-11,63171.09,63308.41,63739.54,63112.27
2019-01-14,63126.86,62964.4,63529.48,62589.35
2019-01-15,63169.51,63021.84,63492.72,63111.0
2019-01-16,64022.06,63647.67,64301.28,63874.97
2019-01-17,63967.39,64045.16,64093.49,63662.35
2019-01-18,63925.28,63945.96,63952.62,63842.81
2019-01-21,63764.65,63705.42,64403.24,63660.68
2019-01-22,62436.26,62380.77,62527.06,62211.49
2019-01-23,62177.17,62043.92,62401.05,61797.37
2019-01-24,63443.79,63461.72,63510.91,63385.27
2019-01-25,63378.47,63401.26,63643.33,63274.35
2019-01-28,63831.55,63765.63,63892.02,63822.42
2019-01-29,63673.6,63635.23,63866.09,63625.28
2019-01-30,63834.69,63793.26,64807.99,63611.08
2019-01-31,63704.26,63395.7,64061.51,63213.34
2019-02-01,63267.29,63552.62,63380.14,62936.52
2019-02-04,63530.24,63673.45,63538.71,63523.81
2019-02-05,63121.05,63409.01,63442.06,62979.45
2019-02-06,63698.34,63428.63,63963.45,63044.41
2019-02-07,64105.67,64155.83,64372.27,64021.56
2019-02-08,63684.7,63725.19,64200.18,63625.59
2019-02-11,63285.53,63118.29,63418.51,62983.41
2019-02-12,63999.42,64149.77,64277.56,63930.17
2019-02-13,64635.71,64562.82,64765.62,63975.24
2019-02-14,64446.12,64253.37,64593.75,64056.28
2019-02-15,64368.88,64286.1,64713.02,64180.96
2019-02-18,64218.52,63983.3,64722.05,64138.08
2019-02-19,65027.92,64973.21,65075.14,65014.33
2019-02-20,65520.34,65389.27,65592.52,65469.21
2019-02-21,65825.57,65662.35,65993.26,65274.98
2019-02-22,65323.29,65331.41,65449.56,64869.24
2019-02-25,64741.47,64978.39,64753.86,64646.63
2019-02-26,65303.32,65532.29,65311.55,64908.54
2019-02-27,66295.64,66367.85,66753.56,66273.33
2019-02-28,64743.23,65018.81,64904.17,64648.65
2019-03-01,63857.33,63619.43,64267.32,63230.31
2019-03-04,64239.85,64218.63,64519.33,63946.49
2019-03-05,64125.14,64188.55,64305.21,64120.73
2019-03-06,63615.31,63637.32,64069.15,63254.77
2019-03-07,64019.91,64401.49,64501.06,63996.67
2019-03-08,63296.31,62873.84,63881.45,63166.13
2019-03-11,63825.61,63654.79,63902.43,63591.84
2019-03-12,63602.29,63968.03,64096.36,63413.87
2019-03-13,64560.96,64564.46,64752.73,64499.77
2019-03-14,64467.51,64398.48,64490.92,63938.54
2019-03-15,65046.55,64961.56,65479.72,64722.08
2019-03-18,64809.11,65014.14,65269.32,64382.0
2019-03-19,64274.37,64525.69,64912.49,63933.76
2019-03-20,63958.74,64078.23,64105.93,63567.47
2019-03-21,64015.83,63954.47,64237.62,63786.6
2019-03-22,63177.34,63150.63,63183.98,63072.42
2019-03-25,63819.88,63710.87,63999.28,63398.94
2019-03-26,63826.29,63688.34,63840.56,63731.82
2019-03-27,62547.64,62569.78,62696.94,62439.33
2019-03-28,61755.06,61867.0,62537.63,61562.06
2019-03-29,61158.15,61368.07,61547.31,60610.78
2019-04-01,60580.52,60752.55,61225.02,60417.39
2019-04-02,60703.13,60756.43,61183.4,60393.84
2019-04-03,60618.99,60437.22,61177.31,60319.17
2019-04-04,60851.54,60801.75,60918.38,60272.39
2019-04-05,60487.84,60326.98,60778.57,59921.52
2019-04-08,61025.98,61067.83,61362.95,60751.24
2019-04-09,60671.42,60399.72,61001.89,60652.77
2019-04-10,60256.87,60352.44,60359.11,59884.87
2019-04-11,60525.02,60410.42,60589.51,60181.95
2019-04-12,60006.69,59735.03,60350.01,59783.47
2019-04-15,60515.98,60802.36,60808.08,60422.59
2019-04-16,61351.34,61517.37,61559.21,61333.76
2019-04-17,61894.81,61922.64,61976.16,61613.52
2019-04-18,61453.9,61544.84,61526.14,61423.01
2019-04-19,61196.73,61289.92,62055.25,61170.8
2019-04-22,61533.71,61371.43,61838.03,61292.63
2019-04-23,61445.2,61605.93,61570.05,61308.16
2019-04-24,62219.02,61918.63,62679.85,61412.64
2019-04-25,63013.5,62767.6,63076.74,62701.29
2019-04-26,63668.53,63869.48,63890.94,63272.7
2019-04-29,64604.81,64906.91,65304.67,64466.24
2019-04-30,64155.31,63972.14,64290.9,63908.81
2019-05-01,63828.33,63686.96,63927.29,63413.51
2019-05-02,64178.73,64323.83,64280.52,63979.01
2019-05-03,65232.39,65279.2,65557.96,64883.05
2019-05-06,64737.39,64497.11,64881.18,64464.83
2019-05-07,64632.58,65031.6,64925.86,64484.66
2019-05-08,64940.78,64933.39,65517.26,64681.48
2019-05-09,64907.93,65369.65,64953.02,64778.39
2019-05-10,63688.0,63750.89,63688.49,63474.32
2019-05-13,63399.78,63743.69,64091.21,62965.99
2019-05-14,63168.62,63060.54,63525.13,63043.2
2019-05-15,62983.99,62876.16,63153.96,62438.26
2019-05-16,62450.31,62202.98,62733.38,62445.28
2019-05-17,62335.61,62529.62,62475.51,62185.38
2019-05-20,61190.8,61120.76,61594.17,60906.41
2019-05-21,60718.53,60707.78,60909.72,60549.46
2019-05-22,60443.12,60438.06,60694.34,59888.16
2019-05-23,60431.92,60334.54,60806.97,60307.94
2019-05-24,60862.79,60728.54,60994.57,60785.26
2019-05-27,60560.08,60742.26,61188.32,60166.79
2019-05-28,60852.95,60562.91,61363.79,60565.12
2019-05-29,60707.11,60682.44,60731.94,60404.64
2019-05-30,60004.74,60289.95,60084.46,59993.42
2019-05-31,60104.16,59904.08,60372.87,59915.16
2019-06-03,60353.46,60100.99,60623.93,60263.81
2019-06-04,61147.17,61087.93,61309.24,61034.39
2019-06-05,61128.75,60658.54,61462.71,61065.11
2019-06-06,61319.09,61094.56,61510.01,61036.67
2019-06-07,61956.49,61861.51,62228.42,61754.6
2019-06-10,62076.87,61692.93,62610.48,61654.32
2019-06-11,61246.9,61349.12,61269.21,60884.3
2019-06-12,60915.08,60957.35,61002.48,60606.94
2019-06-13,61327.59,61337.25,61779.47,61014.35
2019-06-14,61303.54,61204.98,61530.47,61094.57
2019-06-17,61585.82,61727.05,61930.0,61497.25
2019-06-18,62224.32,62103.69,62347.4,62015.96
2019-06-19,62392.9,61975.2,62529.07,61960.93
2019-06-20,62510.32,62475.31,62699.92,62308.78
2019-06-21,62467.56,62505.5,62496.35,62404.2
2019-06-24,62644.42,62267.71,63465.86,62474.75
2019-06-25,62608.8,62571.91,62800.89,62568.89
2019-06-26,62935.36,62920.2,63270.82,62758.22
2019-06-27,62844.81,62862.45,63052.8,62526.87
2019-06-28,62892.32,62881.41,63088.71,62402.47
2019-07-01,61802.22,61800.22,62018.16,61633.94
2019-07-02,61768.3,62087.32,61923.26,61657.69
2019-07-03,61328.81,61218.19,61673.72,61274.25
2019-07-04,61004.25,60931.03,61020.24,60915.66
2019-07-05,60894.85,61015.4,61172.68,60839.94
2019-07-08,60777.28,60951.4,61402.99,60674.28
2019-07-09,61314.34,61322.61,61504.01,60899.44
2019-07-10,61547.8,61777.27,61597.74,60621.86
2019-07-11,61483.69,61573.05,61542.1,60982.01
2019-07-12,61003.16,60873.03,61531.39,60905.23
2019-07-15,59894.24,60056.68,60908.99,59575.52
2019-07-16,59929.35,60045.33,60161.63,59664.38
2019-07-17,60946.61,61209.8,61126.96,60586.88
2019-07-18,60303.4,60132.46,60480.18,60024.97
2019-07-19,60889.7,61052.86,61604.6,60552.94
2019-07-22,60666.71,60498.88,61093.28,60529.0
2019-07-23,60300.86,60179.57,60576.76,60054.23
2019-07-24,61129.49,61244.73,61531.88,60989.36
2019-07-25,61553.82,61657.05,61929.76,61267.19
2019-07-26,61257.94,61449.91,61707.48,61155.84
2019-07-29,61508.69,61516.3,61664.53,61141.63
2019-07-30,61046.47,61110.49,61355.79,61021.59
2019-07-31,61626.29,61364.29,61648.99,61570.56
2019-08-01,62506.6,62291.43,62540.54,62029.03
2019-08-02,62105.14,62146.68,62534.51,61913.03
2019-08-05,62930.26,63063.84,63315.57,62793.87
2019-08-06,62799.97,62741.88,62907.23,62609.82
2019-08-07,62947.95,62920.35,63073.64,62936.23
2019-08-08,63504.34,63364.0,63559.9,63131.21
2019-08-09,63756.61,63591.39,63999.73,63636.42
2019-08-12,63017.55,63118.65,63321.26,62903.26
2019-08-13,62879.3,62930.56,63027.24,62455.18
2019-08-14,62672.42,62748.63,62768.21,62476.76
2019-08-15,62861.06,62711.35,63137.28,62075.69
2019-08-16,63279.82,63528.24,63461.85,63225.01
2019-08-19,64379.07,64247.39,64447.78,63936.69
2019-08-20,65117.97,65074.95,65195.77,64588.43
2019-08-21,64962.86,64568.47,64991.14,64815.99
2019-08-22,65020.97,64948.83,65431.11,64440.12
2019-08-23,65731.14,65738.21,66012.95,65444.3
2019-08-26,65642.11,65582.73,66010.67,65440.17
2019-08-27,64509.04,64773.68,64980.23,63974.29
2019-08-28,64288.07,64259.3,64469.06,64114.58
2019-08-29,64023.92,63459.65,64160.74,63673.93
2019-08-30,64129.76,63976.63,64527.57,63956.19
2019-09-02,63732.91,63913.62,63901.71,63648.86
2019-09-03,63225.22,63254.2,63265.65,63058.81
2019-09-04,62962.76,63145.75,63246.23,62871.5
2019-09-05,62356.04,62475.5,62559.4,61951.13
2019-09-06,63223.6,63200.59,63686.67,62927.33
2019-09-09,63639.65,63757.15,63990.04,63377.29
2019-09-10,62665.28,62744.71,62726.89,62316.31
2019-09-11,62610.21,62552.03,62622.3,62376.97
2019-09-12,63271.02,63091.81,63365.08,62904.58
2019-09-13,63665.26,63632.96,64124.35,63581.27
2019-09-16,63812.01,63924.1,64373.91,63628.76
2019-09-17,63819.61,63920.76,64016.58,63031.83
2019-09-18,63439.17,63767.41,63891.39,63043.37
2019-09-19,62771.08,62780.87,62987.56,62545.22
2019-09-20,62840.36,63132.44,62934.71,62732.91
2019-09-23,63016.39,63388.4,63119.04,62986.11
2019-09-24,63396.93,63572.33,63842.63,63342.46
2019-09-25,63871.22,63834.58,63992.05,63870.58
2019-09-26,64266.5,64193.94,64300.1,64124.35
2019-09-27,63363.6,63337.56,63840.27,63245.81
2019-09-30,62599.42,62778.57,62663.94,62544.96
2019-10-01,63147.61,63195.31,63659.04,62350.69
2019-10-02,63685.13,63964.34,63791.99,63604.8
2019-10-03,63242.82,63256.78,63464.1,62891.81
2019-10-04,62803.25,62859.77,62895.44,62763.64
2019-10-07,62887.24,62885.87,63573.63,62764.65
2019-10-08,62099.89,62199.44,62448.41,61984.07
2019-10-09,61730.44,61937.43,62105.86,61527.58
2019-10-10,62026.27,61658.57,62634.33,61838.81
2019-10-11,61867.18,61898.09,62111.85,61790.15
2019-10-14,62197.31,62040.95,62604.37,61803.13
2019-10-15,61516.67,61366.04,62251.8,61281.01
2019-10-16,61994.46,62368.99,62247.26,61297.71
2019-10-17,63121.99,63196.71,63556.8,63047.71
2019-10-18,62752.71,62480.62,62913.61,62358.09
2019-10-21,63163.69,62997.89,63239.61,63071.04
2019-10-22,62508.7,62599.84,62770.91,62045.97
2019-10-23,62019.04,62012.83,62272.13,61743.0
2019-10-24,62430.15,62510.47,62526.72,62348.02
2019-10-25,62428.47,62421.72,62582.13,62223.12
2019-10-28,62115.81,62113.85,62585.25,62010.99
2019-10-29,62217.68,62138.37,62437.75,61812.03
2019-10-30,61500.58,61357.36,61867.89,61369.4
2019-10-31,61495.68,61508.28,61629.67,61325.98
2019-11-01,62248.17,62436.29,62461.08,62107.98
2019-11-04,62694.78,62735.03,63039.37,62484.0
2019-11-05,63177.78,63062.31,63348.58,62929.5
2019-11-06,63374.45,63640.29,63455.83,63201.16
2019-11-07,64281.07,63931.9,64501.71,64225.21
2019-11-08,63434.18,63277.85,63483.57,62960.86
2019-11-11,62912.49,63055.78,62919.0,62776.27
2019-11-12,63426.17,63741.67,63637.65,62876.58
2019-11-13,64487.3,64538.25,64633.23,64146.86
2019-11-14,64900.98,64662.57,65638.35,64847.54
2019-11-15,64535.59,64512.14,64578.09,64323.19
2019-11-18,64475.7,64119.18,64924.26,64257.85
2019-11-19,64540.1,64601.34,64563.26,64334.84
2019-11-20,65656.06,65600.56,65729.45,65556.1
2019-11-21,66676.64,66488.13,67392.45,66410.75
2019-11-22,67442.47,67595.09,67648.83,66876.74
2019-11-25,68199.74,68196.56,68472.96,67563.75
2019-11-26,67117.33,67273.15,67852.97,66759.42
2019-11-27,66455.65,66091.49,66663.14,66382.58
2019-11-28,66483.22,66612.0,66804.26,66103.44
2019-11-29,66414.86,66583.34,66565.51,65796.79
2019-12-02,67327.47,67055.68,68045.64,66855.42
2019-12-03,67903.01,67983.65,67942.44,67825.6
2019-12-04,68181.38,68188.67,68321.13,67871.92
2019-12-05,68540.85,68535.37,68904.79,68094.6
2019-12-06,68542.56,68754.23,68883.55,68046.94
2019-12-09,68522.85,68638.34,68654.61,68055.25
2019-12-10,68221.76,68131.39,68930.46,67596.1
2019-12-11,68313.15,68480.33,68434.99,67790.62
2019-12-12,67638.88,67189.58,67743.51,67562.5
2019-12-13,68314.53,68156.58,68666.63,67981.45
