Stock_Return,Stock_Volatility,Bond_Yield,Bond_Volatility,FX_Return,FX_Volatility,VIX,Crisis_Label
0.00302,0.1418,0.0404,0.0645,0.00937,0.0778,12.47,0
-0.00582,0.3449,0.0759,0.117,-0.0069,0.1226,42.97,1
0.0109,0.1327,0.0433,0.0362,0.00413,0.0501,16.41,0
-0.00609,0.1143,0.0459,0.0472,0.00568,0.062,20.96,0
0.0038,0.5379,0.0684,0.1847,-0.019,0.2393,49.63,1
0.01624,0.2932,0.0426,0.1122,-0.0074,0.2614,35.78,1
0.01553,0.5895,0.092,0.2163,-0.03386,0.2468,42.81,1
0.01531,0.129,0.0376,0.0402,0.00138,0.067,20.53,0
0.00476,0.2465,0.1349,0.129,0.00663,0.2546,50.81,1
0.00305,0.1213,0.0478,0.059,-0.0004,0.0424,20.1,0
0.01046,0.1448,0.0517,0.048,0.00038,0.0692,11.07,0
-0.00039,0.1539,0.0292,0.033,-0.00425,0.0496,19.23,0
0.00372,0.1563,0.062,0.0387,-0.0002,0.0886,14.36,0
0.02453,0.2474,0.0491,0.1891,-0.00742,0.1469,41.44,1
-0.01234,0.5545,0.0677,0.1058,-0.01493,0.2776,52.68,1
0.003,0.133,0.038,0.0663,0.00359,0.0407,18.99,0
-0.00149,0.1145,0.0444,0.0646,-0.00289,0.0754,17.08,0
-0.01455,0.1096,0.035,0.0617,-0.00213,0.0848,19.88,0
0.01908,0.1652,0.0399,0.055,0.00239,0.0743,17.49,0
-0.00305,0.176,0.0535,0.047,-0.00536,0.0896,17.29,0
-0.0173,0.1573,0.0407,0.0531,-0.00226,0.0544,14.3,0
0.01896,0.6177,0.0921,0.2059,0.00705,0.2204,50.95,1
0.00893,0.4333,0.0812,0.1437,-0.02181,0.2145,65.04,1
0.00129,0.1153,0.0511,0.0615,0.00458,0.0822,13.35,0
-0.00598,0.1582,0.0543,0.0652,-0.00142,0.0537,13.18,0
0.00608,0.1114,0.0315,0.0443,0.00079,0.0709,19.35,0
-0.00527,0.1348,0.0229,0.032,-0.00106,0.0585,13.06,0
-0.00454,0.1427,0.0394,0.0598,-0.0073,0.0698,14.11,0
0.00082,0.117,0.0499,0.041,-0.00105,0.054,17.84,0
0.00105,0.1196,0.034,0.0388,0.00226,0.0519,20.43,0
-0.00609,0.1392,0.034,0.0455,0.00333,0.082,16.04,0
-0.00144,0.1659,0.0392,0.0444,0.00614,0.0535,16.44,0
-0.00923,0.1392,0.0426,0.0524,-0.00023,0.0547,19.03,0
0.00599,0.1423,0.0322,0.0335,-0.00022,0.0582,13.79,0
-0.01561,0.1281,0.0529,0.0437,0.00169,0.048,12.35,0
-0.00089,0.1154,0.0471,0.0659,-0.00209,0.0637,20.39,0
0.01483,0.1438,0.0468,0.0352,-0.00405,0.0608,11.83,0
0.00032,0.1229,0.0538,0.0593,0.00086,0.0633,11.07,0
-0.00562,0.1055,0.0584,0.0465,-0.00474,0.0504,20.75,0
0.00872,0.1181,0.048,0.0541,-0.00315,0.071,12.85,0
0.0251,0.5159,0.0949,0.1363,-0.00842,0.1236,37.6,1
0.01451,0.1448,0.0501,0.0611,0.00427,0.0878,19.89,0
-0.00995,0.1526,0.0262,0.0567,-0.001,0.0457,21.91,0
0.02363,0.5048,0.0916,0.1083,-0.01545,0.2769,31.7,1
-0.00964,0.2683,0.0691,0.1941,-0.01316,0.1355,32.48,1
-0.00433,0.1352,0.0351,0.0364,-0.00054,0.0745,21.82,0
0.00418,0.112,0.0331,0.0593,-0.00244,0.0551,19.25,0
0.0074,0.1009,0.0482,0.0602,-0.00521,0.0527,17.58,0
-0.029,0.6264,0.0538,0.1598,0.00451,0.2879,57.73,1
0.01354,0.1546,0.0419,0.0613,-0.00632,0.0579,17.77,0
0.04593,0.515,0.0791,0.2034,-0.03079,0.1932,43.1,1
-0.01029,0.1764,0.0421,0.0366,-0.00379,0.087,18.38,0
-0.0099,0.108,0.0443,0.0465,-0.00169,0.0748,17.9,0
0.00388,0.5586,0.0627,0.1642,0.02157,0.3025,33.12,1
-0.00326,0.1548,0.0427,0.045,-0.00398,0.0779,15.85,0
-0.00345,0.1793,0.0372,0.0663,0.00171,0.0436,18.38,0
0.01506,0.1718,0.0456,0.053,-0.00431,0.0654,18.43,0
-0.00199,0.1351,0.0376,0.0457,0.00345,0.0843,21.77,0
0.02879,0.4601,0.0754,0.2043,0.00496,0.2381,29.78,1
0.01249,0.1424,0.0456,0.0656,-0.00277,0.0843,11.89,0
-0.00534,0.1726,0.0409,0.0381,0.00349,0.0507,15.23,0
-0.00241,0.1519,0.0422,0.0485,0.00402,0.0816,14.11,0
0.04868,0.2421,0.0779,0.2106,-0.00825,0.2827,30.41,1
0.00954,0.1448,0.0445,0.037,-0.00611,0.0868,15.18,0
-0.00455,0.1092,0.0454,0.0452,0.00688,0.0705,11.22,0
-0.00221,0.5945,0.0432,0.0921,-0.00208,0.1836,66.96,1
-0.01523,0.1617,0.0397,0.053,0.00259,0.0788,19.41,0
-0.00879,0.1178,0.0452,0.0647,0.00979,0.0789,17.46,0
-0.00511,0.1272,0.0559,0.0621,0.00544,0.0475,14.65,0
-0.0178,0.4781,0.0746,0.2106,-0.00079,0.2552,46.5,1
0.00279,0.1129,0.0585,0.0368,-0.00379,0.052,17.8,0
0.01865,0.1477,0.0563,0.0677,-0.00525,0.0874,12.09,0
-0.03397,0.6221,0.0847,0.1986,-0.00326,0.3182,45.75,1
0.01291,0.1141,0.0506,0.0451,-0.00226,0.0503,16.44,0
0.01246,0.1017,0.0473,0.0689,-0.00092,0.0853,16.72,0
-0.00401,0.165,0.0558,0.0594,-0.00561,0.0852,16.38,0
0.00795,0.1268,0.0438,0.0388,-0.00096,0.0807,14.22,0
-0.01158,0.1663,0.0469,0.0337,0.00087,0.0488,16.06,0
-0.00195,0.5504,0.0634,0.0925,-0.02284,0.2842,34.9,1
-0.0065,0.1234,0.0428,0.0575,0.00372,0.0427,13.56,0
0.01884,0.119,0.0471,0.0487,-0.00046,0.0832,11.4,0
-0.00426,0.1129,0.0344,0.0405,0.00216,0.0431,13.75,0
-0.0204,0.2654,0.09,0.1481,0.0118,0.2339,29.29,1
-7e-05,0.1359,0.0371,0.0389,-0.00383,0.043,16.31,0
0.00837,0.123,0.0509,0.0452,-0.00073,0.0645,12.06,0
-0.01319,0.1062,0.0383,0.0603,-0.00289,0.0689,17.42,0
0.00305,0.1043,0.0508,0.0308,0.00175,0.0664,16.38,0
0.00151,0.1758,0.042,0.0435,0.00717,0.0751,19.64,0
0.0005,0.1356,0.04,0.0438,0.00508,0.0861,20.25,0
-0.04803,0.6027,0.0532,0.1695,-0.01781,0.3141,65.02,1
-0.00698,0.1656,0.0393,0.0553,-0.00162,0.0844,11.71,0
-0.0039,0.1126,0.0488,0.0673,-0.00883,0.0582,18.9,0
-0.01018,0.1744,0.0517,0.041,-0.00399,0.0412,11.69,0
0.01051,0.1065,0.0402,0.064,-0.00443,0.0602,15.04,0
0.00845,0.1785,0.0407,0.0533,-0.00021,0.0467,21.23,0
0.00764,0.4908,0.0464,0.0925,-0.01412,0.1971,53.28,1
0.0121,0.1376,0.0419,0.0519,-0.00209,0.0643,21.18,0
-0.00926,0.1144,0.0414,0.049,-0.00147,0.0434,12.59,0
0.0083,0.2732,0.0466,0.1221,-0.00224,0.2701,58.78,1
-0.01813,0.1029,0.0374,0.053,-0.00445,0.0593,16.63,0
0.00572,0.1055,0.0529,0.0434,0.00303,0.0449,13.95,0
0.00895,0.161,0.0593,0.0416,-0.0039,0.0777,12.07,0
0.00341,0.1473,0.0574,0.041,-0.00108,0.0448,12.08,0
0.01182,0.1209,0.0366,0.0329,0.00691,0.0756,19.15,0
-0.00264,0.1365,0.0719,0.05,-0.00162,0.0574,15.62,0
0.00721,0.1221,0.044,0.0423,-0.00026,0.08,20.56,0
-0.00467,0.124,0.0418,0.0325,-0.00293,0.0457,11.94,0
-0.00251,0.1248,0.053,0.0683,0.00253,0.0544,15.85,0
-0.00538,0.3117,0.0753,0.1515,-0.00353,0.1961,41.68,1
-0.00195,0.1008,0.0476,0.0666,0.00517,0.0894,16.27,0
0.01135,0.1725,0.0371,0.0491,0.00387,0.0475,18.99,0
-0.00248,0.1286,0.0554,0.0483,0.00169,0.0462,12.33,0
-0.05082,0.3775,0.1041,0.1576,0.00845,0.2835,31.43,1
0.01738,0.1228,0.0442,0.048,-0.00173,0.0715,11.75,0
0.01228,0.168,0.0421,0.0409,0.00284,0.079,16.63,0
0.00316,0.1189,0.0371,0.0302,0.00189,0.0847,18.61,0
0.01255,0.1294,0.0544,0.0397,0.00089,0.0524,13.29,0
0.00071,0.1717,0.0377,0.0463,0.00358,0.0669,15.7,0
-0.01027,0.168,0.0455,0.0355,-0.00024,0.0891,16.32,0
0.00825,0.1113,0.0525,0.0332,-0.00241,0.0693,20.51,0
0.01166,0.1632,0.0409,0.0455,-0.00414,0.077,12.62,0
-0.00203,0.1325,0.0436,0.0493,-0.00528,0.0411,20.7,0
0.0031,0.1331,0.0534,0.0521,0.00106,0.0648,21.91,0
0.02977,0.2987,0.0358,0.1317,0.00356,0.1206,59.92,1
0.00344,0.3183,0.0713,0.1762,-0.02521,0.2706,67.71,1
0.01743,0.1229,0.0386,0.0524,0.00743,0.0435,13.84,0
-0.00985,0.1727,0.0422,0.0519,0.00163,0.058,18.99,0
0.00425,0.1534,0.0389,0.0522,-0.00233,0.0771,14.6,0
0.00383,0.1006,0.0487,0.0466,-0.00131,0.0758,19.04,0
-0.04956,0.303,0.1034,0.1072,-0.02862,0.2401,46.61,1
0.00332,0.1422,0.0454,0.0594,-0.00566,0.0413,11.34,0
0.01196,0.1552,0.0373,0.0497,0.00152,0.0428,18.08,0
5e-05,0.1767,0.0389,0.0691,-0.00119,0.0539,17.88,0
-0.01825,0.4454,0.0889,0.1334,-0.02269,0.1285,35.2,1
-0.00928,0.1034,0.0456,0.0594,-0.00411,0.0583,13.76,0
0.00176,0.1547,0.0313,0.047,-0.00495,0.0605,14.14,0
0.00525,0.1094,0.0539,0.0608,0.00162,0.055,15.69,0
0.00012,0.1216,0.037,0.0495,0.00637,0.0526,16.31,0
-0.00857,0.1003,0.0529,0.0523,0.00011,0.0765,12.49,0
0.00462,0.1251,0.0326,0.0313,0.00111,0.047,11.93,0
-0.02275,0.1382,0.0358,0.0621,0.0003,0.0725,13.87,0
-0.00086,0.5114,0.0683,0.19,0.01164,0.2764,29.67,1
0.00616,0.1592,0.0377,0.0401,0.00319,0.0496,19.67,0
0.00985,0.1492,0.036,0.0657,-0.00604,0.0758,21.72,0
-0.00923,0.1772,0.0652,0.0406,-0.00514,0.0744,19.53,0
0.01754,0.1433,0.0485,0.0435,0.00583,0.0461,16.63,0
-0.04051,0.5923,0.0816,0.1472,0.00714,0.2661,32.7,1
-0.00749,0.1476,0.0452,0.0422,0.00058,0.0567,13.39,0
0.00772,0.1715,0.0483,0.0462,-0.0021,0.0653,16.02,0
-0.00529,0.1494,0.0446,0.0513,-0.00252,0.0715,15.3,0
-0.00496,0.1702,0.0532,0.0395,-0.00144,0.0662,15.88,0
0.01597,0.2634,0.086,0.1334,0.00839,0.2209,48.99,1
0.00555,0.164,0.0496,0.0458,0.00179,0.0441,14.29,0
0.00162,0.1048,0.0368,0.0698,0.00757,0.0676,15.55,0
0.00036,0.1656,0.045,0.0571,-0.00058,0.0593,21.04,0
-0.01652,0.1335,0.0369,0.0661,-0.00094,0.0873,11.09,0
0.00067,0.1456,0.0562,0.05,0.00827,0.0594,16.72,0
-0.0048,0.1173,0.0464,0.036,-0.00688,0.0403,11.76,0
-0.00653,0.2966,0.0705,0.0913,-0.0183,0.1324,56.09,1
-0.00288,0.1664,0.0427,0.0356,-0.00619,0.0555,14.33,0
0.00398,0.1789,0.0391,0.0465,0.00408,0.0546,18.17,0
-0.0091,0.1671,0.0406,0.0617,-0.00384,0.0502,13.02,0
0.02195,0.5152,0.0693,0.1999,-0.01796,0.2246,41.12,1
0.00231,0.1763,0.0518,0.0522,0.00019,0.0527,11.3,0
-0.0068,0.1474,0.0611,0.0444,-0.00522,0.0403,12.2,0
0.0288,0.5636,0.0735,0.2023,0.00199,0.3152,47.1,1
-0.00173,0.1699,0.0488,0.058,0.00542,0.077,11.65,0
-0.00331,0.1519,0.0475,0.0478,-0.00632,0.0878,15.58,0
0.00285,0.1671,0.0207,0.0498,-0.00063,0.0588,14.02,0
-0.01889,0.1535,0.046,0.0605,0.00123,0.0702,21.62,0
0.00691,0.5239,0.0594,0.1888,0.001,0.243,49.88,1
0.01583,0.1767,0.0561,0.069,0.00495,0.0877,20.17,0
0.00289,0.1099,0.0487,0.0523,-0.00154,0.0745,14.23,0
0.00538,0.1627,0.049,0.0535,-0.00172,0.0844,12.8,0
-0.03641,0.4703,0.0677,0.1395,0.00108,0.2878,43.44,1
-0.01813,0.6373,0.0698,0.1624,-0.00234,0.2709,45.03,1
0.00793,0.1717,0.0373,0.0418,-0.00501,0.0494,18.89,0
-0.0093,0.1664,0.0377,0.0431,-0.00427,0.0846,19.56,0
0.00165,0.5874,0.0667,0.2119,-0.008,0.3197,54.42,1
-0.00742,0.1784,0.0484,0.0441,0.00378,0.0475,14.65,0
-0.00485,0.162,0.0558,0.0409,-0.00516,0.0572,18.09,0
0.04907,0.4887,0.0785,0.1386,-0.01578,0.259,58.58,1
0.00277,0.178,0.0497,0.0675,0.00267,0.084,17.59,0
0.00069,0.1189,0.0439,0.0653,-0.00297,0.0591,14.74,0
0.01385,0.1167,0.0385,0.04,0.00026,0.0639,17.36,0
-0.00158,0.1591,0.0519,0.068,5e-05,0.0899,21.02,0
-0.03148,0.5749,0.065,0.1538,0.00759,0.1729,58.62,1
-0.01161,0.1693,0.0454,0.032,-0.00452,0.0591,13.3,0
-0.00993,0.4246,0.0815,0.0934,-0.0112,0.2036,62.88,1
0.00148,0.1515,0.0461,0.049,-0.0051,0.0863,20.63,0
0.00549,0.6113,0.1006,0.121,0.00554,0.2402,56.8,1
0.00433,0.1215,0.037,0.0358,0.00283,0.085,11.35,0
0.00265,0.1206,0.0501,0.0594,0.00148,0.0411,14.7,0
-0.00039,0.1645,0.0607,0.0365,-0.0027,0.0624,19.96,0
0.00243,0.1194,0.054,0.0316,0.00857,0.0525,14.1,0
-0.0191,0.1617,0.0455,0.0678,-0.00793,0.0599,16.56,0
0.014,0.1718,0.0445,0.0579,0.0029,0.0585,19.18,0
0.0073,0.132,0.04,0.0627,-0.00576,0.0834,15.54,0
0.00185,0.1102,0.052,0.042,-0.00396,0.0634,12.49,0
0.00109,0.1192,0.0468,0.0675,0.00409,0.0422,20.79,0
-0.00548,0.1442,0.0427,0.0411,-0.0055,0.0791,15.29,0
0.01148,0.1075,0.0354,0.0433,-0.00156,0.0516,20.55,0
-0.00494,0.1481,0.0449,0.0674,0.00423,0.0453,18.41,0
-0.01055,0.1558,0.0401,0.0687,-0.00025,0.0883,20.69,0
-0.03748,0.5476,0.0712,0.1915,0.02774,0.1275,39.67,1
0.00825,0.1638,0.0606,0.0416,-0.00238,0.0597,19.66,0
-0.00848,0.1343,0.0366,0.053,-0.00415,0.0438,19.38,0
-0.00098,0.1437,0.0385,0.0426,0.00111,0.0846,16.82,0
0.00504,0.1305,0.054,0.0584,0.00153,0.0778,18.15,0
0.01014,0.1224,0.0387,0.0605,0.00143,0.0457,18.27,0
-0.00125,0.1329,0.0452,0.0655,0.00622,0.0611,21.36,0
-0.01164,0.1525,0.0485,0.0562,-0.00279,0.08,21.31,0
-0.02227,0.2588,0.0754,0.1008,0.01426,0.2317,65.55,1
0.00139,0.1297,0.0472,0.0362,2e-05,0.0773,18.99,0
-0.01337,0.1664,0.0433,0.06,-0.00131,0.052,13.92,0
0.01237,0.1608,0.0469,0.0577,0.00045,0.0897,13.98,0
0.00894,0.1248,0.0445,0.056,0.00135,0.0777,11.67,0
-0.0264,0.474,0.0518,0.1792,0.02825,0.1653,41.51,1
0.00473,0.1075,0.0563,0.0626,0.00061,0.0776,17.89,0
-0.03819,0.4745,0.0889,0.143,-0.01232,0.3016,39.92,1
0.00203,0.1195,0.0392,0.0427,-0.00458,0.0548,17.13,0
0.00425,0.1307,0.0394,0.0564,-0.00031,0.0881,11.63,0
0.0085,0.1667,0.0476,0.0639,0.0041,0.0405,14.54,0
-0.00454,0.1686,0.0588,0.0454,-0.00399,0.0784,21.63,0
-0.00661,0.1253,0.0387,0.046,-0.00154,0.0453,17.41,0
0.00145,0.1386,0.0531,0.0469,-0.00085,0.0448,16.04,0
0.04903,0.4691,0.1058,0.1414,-0.00161,0.2022,59.37,1
-0.04989,0.4531,0.0664,0.1441,-0.00714,0.1202,38.73,1
0.00572,0.1571,0.0404,0.0459,0.00341,0.0448,17.92,0
0.00395,0.1486,0.0529,0.061,0.00469,0.068,14.92,0
-0.0117,0.1598,0.0431,0.0439,0.00256,0.0825,15.78,0
-0.00015,0.1579,0.0564,0.0629,-0.00551,0.0522,20.67,0
-0.01891,0.1506,0.0537,0.0348,0.00853,0.0866,12.67,0
-0.0031,0.1474,0.0383,0.0504,-0.00474,0.0601,21.0,0
-0.00062,0.1261,0.0407,0.0364,0.00191,0.0556,20.41,0
-0.00387,0.1529,0.0417,0.0431,0.00289,0.0696,13.43,0
0.00142,0.1449,0.0448,0.0484,-0.0007,0.0634,14.77,0
-0.00462,0.159,0.0386,0.0661,0.00046,0.0628,19.81,0
0.02016,0.1033,0.0424,0.0598,0.00173,0.0559,11.01,0
0.01005,0.1336,0.0407,0.0373,0.00389,0.0727,20.38,0
0.00862,0.1528,0.0415,0.0652,-0.0022,0.0774,11.04,0
-0.00968,0.1023,0.0492,0.0638,-0.0008,0.0875,17.29,0
0.01319,0.1187,0.0528,0.0599,-0.00289,0.062,16.5,0
0.00208,0.1629,0.0517,0.0414,-0.00294,0.0529,17.23,0
-0.00739,0.132,0.0391,0.0394,-0.00348,0.0819,11.7,0
0.02136,0.1492,0.0526,0.0672,0.00165,0.0472,17.04,0
-0.03927,0.6218,0.1034,0.1051,0.00559,0.2053,37.11,1
0.00575,0.1746,0.0563,0.0457,0.00514,0.0612,15.94,0
-0.01696,0.1078,0.0416,0.06,0.00054,0.0659,14.86,0
-0.00279,0.1703,0.0397,0.058,0.00167,0.0881,14.71,0
-0.04481,0.4521,0.0687,0.1402,0.01423,0.1819,46.38,1
-0.00166,0.1475,0.0465,0.039,-0.00219,0.0622,17.55,0
0.0004,0.1152,0.0453,0.0461,-0.00385,0.0661,16.39,0
0.00904,0.121,0.042,0.06,-0.00179,0.0863,17.55,0
0.00376,0.1287,0.0523,0.0559,0.00685,0.0528,16.06,0
0.01028,0.141,0.0463,0.0419,-0.00265,0.0495,14.98,0
0.02142,0.1519,0.0397,0.0354,-0.00362,0.0555,21.57,0
0.00517,0.1032,0.0585,0.0408,0.00046,0.0839,11.46,0
-0.0014,0.1383,0.0437,0.0373,0.00477,0.0604,14.26,0
0.01951,0.1697,0.0495,0.0547,-0.00433,0.0571,21.03,0
-0.01476,0.3787,0.0767,0.129,-0.00201,0.173,31.45,1
0.00431,0.1792,0.05,0.0499,0.00343,0.06,11.91,0
0.02171,0.1587,0.0498,0.0499,0.00604,0.0594,18.56,0
-0.01713,0.1395,0.0372,0.0302,0.00405,0.0573,14.76,0
-0.00494,0.1755,0.0521,0.0392,-0.00671,0.0565,20.02,0
-0.00105,0.1387,0.0509,0.0565,-0.00213,0.0868,15.83,0
0.01266,0.1578,0.0437,0.0331,-0.0042,0.0414,17.79,0
0.01214,0.1223,0.0599,0.0411,0.00949,0.0417,19.82,0
0.00069,0.1569,0.0449,0.0475,0.00634,0.0869,12.71,0
0.00363,0.1236,0.043,0.055,-0.00559,0.0768,14.4,0
0.00408,0.1722,0.0454,0.0436,-0.00393,0.06,15.38,0
0.00091,0.1183,0.04,0.0535,0.00506,0.0779,18.68,0
0.0164,0.1634,0.0317,0.0604,0.00396,0.0582,11.32,0
0.00367,0.157,0.0473,0.0398,0.00246,0.0671,12.97,0
-0.00268,0.1732,0.0488,0.0561,-0.00563,0.0855,19.12,0
-0.00792,0.1234,0.0466,0.0372,-0.00067,0.0613,20.51,0
-0.00134,0.1103,0.0377,0.053,-0.00157,0.0641,11.71,0
0.00734,0.1138,0.0395,0.0458,-0.00258,0.0844,11.08,0
-0.01339,0.4017,0.0718,0.1757,-0.04224,0.3123,55.91,1
-0.00869,0.2741,0.0484,0.2191,0.00275,0.2089,52.99,1
5e-05,0.1381,0.0532,0.0552,0.00435,0.0669,19.16,0
0.02136,0.1586,0.0318,0.0583,0.00178,0.071,19.12,0
0.00376,0.1742,0.0314,0.0478,0.00211,0.0885,18.85,0
0.00447,0.1673,0.0421,0.0477,0.00167,0.0411,17.1,0
-0.01196,0.1684,0.0355,0.0333,0.00953,0.0885,14.1,0
0.01042,0.5117,0.0555,0.1408,-0.00214,0.1279,32.4,1
-0.01295,0.461,0.0649,0.1525,-0.00264,0.2336,30.42,1
-0.0062,0.1772,0.0538,0.0669,0.00024,0.0541,20.0,0
0.00164,0.1007,0.0608,0.0577,0.00163,0.0746,19.02,0
0.01451,0.1032,0.0477,0.0522,-0.00292,0.0489,18.37,0
-0.008,0.1205,0.0491,0.0567,-0.00081,0.0775,19.88,0
0.00698,0.1453,0.0488,0.0351,0.00186,0.087,11.17,0
-0.02822,0.3074,0.0556,0.2038,-0.00772,0.2552,41.23,1
-0.00286,0.1749,0.0384,0.0435,-0.00566,0.0549,13.7,0
0.00308,0.1125,0.0257,0.0454,-0.00242,0.0632,13.97,0
0.01797,0.1661,0.0333,0.031,0.00047,0.0567,17.46,0
-0.00042,0.1758,0.0424,0.0391,-0.00412,0.0625,18.16,0
-0.00593,0.1013,0.0324,0.0643,0.00735,0.0637,19.71,0
-0.00418,0.1262,0.055,0.0619,0.00353,0.0548,12.76,0
-0.01138,0.1421,0.0319,0.0534,-0.00201,0.0402,14.15,0
-0.00704,0.1412,0.0399,0.0522,-0.00389,0.0658,20.5,0
-0.00587,0.1095,0.0589,0.0599,0.00096,0.0654,17.15,0
-0.02406,0.5397,0.0982,0.1427,-0.01036,0.144,41.26,1
0.00254,0.1765,0.0332,0.0475,-0.00244,0.0693,17.41,0
0.00026,0.151,0.0554,0.0388,2e-05,0.0828,19.01,0
0.00311,0.1191,0.0536,0.0563,-0.0026,0.07,18.61,0
0.01057,0.1419,0.0424,0.0353,-0.00505,0.0765,11.34,0
-0.00234,0.1185,0.0384,0.0683,0.00588,0.0588,16.89,0
-0.01261,0.2927,0.0587,0.1678,0.00101,0.2424,44.07,1
0.00464,0.151,0.0442,0.0608,-0.00746,0.0605,12.61,0
0.00882,0.1614,0.0223,0.0478,0.00017,0.0859,18.21,0
-0.01741,0.1048,0.0296,0.0421,-0.00357,0.0712,18.78,0
0.00103,0.1638,0.0525,0.0681,0.00349,0.0818,15.68,0
0.00412,0.1168,0.0335,0.0434,0.00226,0.0631,20.6,0
-0.00814,0.1138,0.0297,0.0541,-0.00231,0.0644,20.64,0
-0.00949,0.1283,0.0293,0.0469,0.00269,0.0661,19.84,0
0.02087,0.5548,0.0645,0.2147,-0.01426,0.1234,48.69,1
-0.0058,0.1444,0.0574,0.0436,-0.00381,0.0623,12.53,0
-0.00035,0.1595,0.0467,0.0553,0.0023,0.0408,11.95,0
-0.00297,0.1508,0.0494,0.062,-0.00405,0.0462,14.98,0
0.01106,0.1594,0.0365,0.0396,0.0021,0.0575,17.44,0
0.0122,0.1471,0.0503,0.0554,0.00263,0.0767,14.14,0
0.00478,0.1709,0.0333,0.0305,0.00026,0.0748,18.15,0
-0.00583,0.1372,0.0435,0.0387,0.003,0.0439,13.39,0
-0.01745,0.1146,0.0466,0.0344,0.00361,0.0492,12.5,0
-0.01509,0.1624,0.0471,0.0556,0.00709,0.0899,16.32,0
0.00597,0.1231,0.0449,0.0614,0.00445,0.0672,17.08,0
-0.01803,0.1359,0.0473,0.0521,-0.00107,0.0859,19.22,0
0.00281,0.1763,0.0247,0.061,-0.00417,0.064,18.77,0
-0.00553,0.1326,0.0464,0.0379,-0.00664,0.0473,16.64,0
-0.01757,0.5725,0.1121,0.193,-0.01447,0.3015,31.03,1
0.0147,0.1782,0.0553,0.031,-0.00227,0.0487,16.32,0
0.00937,0.1288,0.0444,0.0588,-0.00904,0.0688,13.02,0
0.00209,0.1413,0.0429,0.037,-0.0001,0.0408,14.45,0
-6e-05,0.1252,0.0494,0.0331,0.00234,0.0715,17.55,0
-0.0034,0.1758,0.0328,0.0327,-0.00128,0.0509,15.61,0
0.00968,0.5392,0.0767,0.1075,-0.01334,0.2013,35.23,1
0.00114,0.1626,0.0462,0.0692,-0.00039,0.049,14.03,0
-0.00935,0.4866,0.0743,0.1445,0.0216,0.2365,58.95,1
-0.02046,0.3319,0.1157,0.1904,-0.01573,0.2141,33.02,1
0.00556,0.133,0.0437,0.0431,-0.00066,0.0856,21.37,0
-0.0096,0.1681,0.0316,0.0601,-0.00378,0.067,17.03,0
-0.00562,0.1286,0.0336,0.0448,-0.00051,0.0554,17.89,0
-0.01334,0.1754,0.0451,0.0582,-9e-05,0.0697,18.09,0
0.01591,0.4497,0.0909,0.1609,-0.01749,0.2339,45.59,1
0.00247,0.1634,0.0361,0.0637,-0.00247,0.0516,21.41,0
0.01721,0.3422,0.072,0.1496,-0.00547,0.2664,52.02,1
0.01063,0.1274,0.0348,0.0445,0.00178,0.0671,12.91,0
0.00208,0.1525,0.039,0.03,0.00972,0.0754,21.48,0
-0.00179,0.1334,0.0319,0.0358,0.00306,0.0674,15.41,0
0.01464,0.1789,0.047,0.0378,-0.00366,0.0504,17.34,0
0.03494,0.2627,0.1093,0.1326,-0.00605,0.2733,57.23,1
-0.01789,0.1026,0.048,0.0446,0.00455,0.0718,18.15,0
0.00691,0.3333,0.0673,0.1637,0.02388,0.2947,58.42,1
0.00174,0.1096,0.0327,0.0587,-0.00429,0.0871,15.73,0
-0.00566,0.1481,0.0476,0.0449,0.00301,0.0869,15.37,0
0.03158,0.1642,0.0531,0.0675,-0.00765,0.0612,18.12,0
0.00037,0.1775,0.0471,0.0695,-0.00687,0.0467,19.32,0
-0.04212,0.4305,0.0824,0.1648,-0.02983,0.2756,59.94,1
-0.01046,0.1222,0.0546,0.0373,0.00059,0.0832,17.08,0
0.00257,0.1082,0.0514,0.0318,0.00196,0.0525,19.28,0
0.00227,0.1212,0.0506,0.0558,0.00056,0.0692,21.56,0
0.00366,0.1394,0.0453,0.0678,0.00271,0.0755,17.3,0
-0.01308,0.3214,0.0858,0.1637,-0.00774,0.1492,36.3,1
0.01506,0.3276,0.0991,0.1425,0.0003,0.1316,65.87,1
0.00548,0.1669,0.0477,0.0312,0.00443,0.0413,17.16,0
-0.00013,0.1492,0.0467,0.0495,-0.00695,0.081,11.8,0
-0.00425,0.1369,0.0431,0.0687,-0.00026,0.0755,17.18,0
0.00145,0.1343,0.0294,0.0541,-4e-05,0.0429,21.49,0
0.0002,0.1782,0.0525,0.0525,-0.00259,0.0616,20.21,0
-0.00338,0.1403,0.0464,0.0507,-0.00309,0.0725,17.71,0
0.001,0.1632,0.0395,0.0614,-0.00353,0.0773,15.41,0
-0.00287,0.121,0.0474,0.0638,0.00138,0.0482,14.36,0
-0.01731,0.2409,0.0776,0.2018,-0.03676,0.1963,63.65,1
-0.00656,0.1268,0.0479,0.0588,-0.01046,0.0438,17.85,0
-0.02874,0.6494,0.0873,0.2107,-0.00671,0.1587,62.8,1
-0.00242,0.121,0.0439,0.0604,-0.00107,0.0843,17.9,0
0.0033,0.1266,0.0455,0.0522,0.00132,0.0777,19.83,0
0.01057,0.1025,0.0469,0.0416,0.00074,0.0794,11.48,0
0.00704,0.1454,0.0378,0.0482,0.00663,0.0729,15.96,0
